"Measure","Aliases"
"Sell Out Stat Fcst Model2 Lag1","[]"
"Sell Out Stat Fcst Model2 LY","[]"
"Sell Out Stat Fcst Model2 LC","[]"
"Sell Out Stat Fcst Lag1","[]"
"Sell Out Stat Fcst LY","[]"
"M Sourcing Proportions Calculated","['Sourcing Proportion Calculated']"
"Shipment Value difference","[]"
"Item Hierarchy Association","['Association']"
"M Solver Flag Avoid Build Ahead In Inventory Plan","['Solver Flag Avoid Build Ahead In Inventory Plan']"
"ShipTo Realignment Percentages Sum","[]"
"ShipTo Realignment Percentage Weighted",""
"ShipTo Realignment Percentage",""
"ShipTo Realignment Created On",""
"ShipTo Realignment Created By",""
"D Excess Item Addon Stock Inv Days Threshold","['Excess DOS Threshold - Addon']"
"D Excess Addon Stock Inv Days Threshold","['Excess DOS Threshold - Addon']"
"D Event Comment","[]"
"M Solver Demand Slice Threshold","['Solver Demand Slice Threshold']"
"M Solver Demand Slice Factor","['Solver Demand Slice Factor']"
"M Solver Delete Data","['Solver Delete Data']"
"M Scope Min","['Min Scope']"
"M Solver Flag Try Material Reallocation In RCA","['Solver Flag Try Material Reallocation In RCA']"
"M Scope Max","['Max Scope']"
"Short %",""
"Shipper","[]"
"Shipped Quantity History","['Shipped Quantity']"
"Shipped LC","[]"
"Shipped Date History","['Shipped Date']"
"Shipped","[]"
"Shipments REV LY","[]"
"Shipments REV","[]"
"M Published Priority Range Start","['Range Of Published Priority']"
"Shipments LY","[]"
"M Publish Freeze Window","['Publish Frozen Window']"
"Shipments History","[]"
"M Plan Start Bucket","['Plan Start Bucket']"
"M Plan End Bucket","['Plan End Bucket']"
"Sim Pseudo New POs To Issue","[]"
"Sim Onhand Override ET","[]"
"Sim Net Supply Available (NBD) PF","[]"
"Sim Expected Trigger Reco","[]"
"Sim Excess Demand ET","[]"
"Sim Cosolidated Supply (NBD)","['Sim Consolidated Supply']"
"M Sourcing Priority Calculated","['Sourcing Priority Calculated']"
"D Demand Quantity Baseline","['Demand Quantity Baseline']"
"D Demand Priority Baseline","['Demand Priority Baseline']"
"D Dummy Demand Quantity Unforecasted Orders","[]"
"D Dummy Demand Quantity New Orders","[]"
"D Dummy Demand Quantity New Forecast","[]"
"D Dummy Demand Quantity Committed Orders","[]"
"D Dummy Demand Quantity Committed Forecast","[]"
"M Solver Inventory Plan Bands","['Solver Inventory Plan Bands']"
"D Distribution Material Transportation Cost Graph",""
"Simple AOA Model","[]"
"Sim Trigger Min Stock ET","[]"
"Sim Trigger Max Stock ET","[]"
"Sim Total Supply ET","[]"
"M Solver Flag Respect Freeze Window For WIPs","['Solver Flag Respect Freeze Window For WIPs']"
"D Demand Parameter 9","[]"
"D Demand Parameter 8","[]"
"D Demand Parameter 7","[]"
"D Demand Parameter 6","[]"
"D Demand Parameter 5","[]"
"D Demand Parameter 4","[]"
"D Demand Parameter 3","[]"
"D Demand Parameter 2","[]"
"D Demand Parameter 10","[]"
"D Demand Parameter 1","[]"
"Sim Purchase Forecast","[]"
"Start Date",""
"Standard Price","[]"
"Sourcing Attainment Source Location","['Sourcing Attainment']"
"Sourcing Attainment Destination location","['Sourcing Attainment']"
"Source Exclusion Query","[]"
"D Demand Fulfillment Quantity",""
"M Solver Flag Minimize Inventory Build Ahead","['Solver Flag Minimize Inventory Build Ahead']"
"M Solver Flag Inventory Plan Type","['Solver Flag Inventory Plan Type']"
"D Demand Build Late Limit Baseline","['Demand Build Late Limit Baseline']"
"D Demand Build Ahead Limit Baseline","['Demand Build Ahead Limit Baseline']"
"D Deactivate BODLane","[]"
"Sort Rule1 Mapping","[]"
"Sort Rule1","[]"
"M Solver Flag Inventory Plan Strategy","['Solver Flag Inventory Plan Strategy']"
"M Solver Flag Inventory Plan Policy","['Solver Flag Inventory Plan Policy']"
"Simple Snaive Model","[]"
"Stat Fcst Contribution to Parent %","[]"
"Stat Fcst Accuracy Point Loss","[]"
"Stat Fcst Accuracy L6P","[]"
"Stat Fcst Abs Error","[]"
"D DOS Target From IBP","['DOS Target From IBP']"
"M08 Ramp Up Profile","[]"
"M07 Ramp Up Profile","[]"
"M06 Ramp Up Profile","[]"
"D DIST Activity Share Override","['Sourcing Proportions Override']"
"D DIST Activity Share From Monthly","['Sourcing Proportions From Monthly Solve']"
"D DIST Activity Share Final","['Sourcing Proportions Final']"
"D DIST Activity Share","[]"
"D DIST Activity Priority Time Varying Override Input","[]"
"D DIST Activity Priority Time Varying","[]"
"Stat Bucket Weight","[]"
"Start Date Intermediate",""
"D Capacity RCA Pegged Quantity Flex1","[]"
"D Capacity RCA Pegged Qty","[]"
"D Capacity RCA At Item LC","['LC Capacity Constraints']"
"D Capacity RCA At Item COC Change %","['D Capacity RCA At Item COC Change %', 'COC Capacity Constraint Change %']"
"D Capacity RCA At Item","['Capacity Constraints']"
"M05 Ramp Up Profile","[]"
"M04 Ramp Up Profile","[]"
"M03 Ramp Up Profile","[]"
"M02 Ramp Up Profile","[]"
"D Consumption Holiday","['Consumption Holiday']"
"D Consumed Resource Per","['Consumption Rate']"
"D Consume Outbound Capacity","[]"
"D Component Start Date","[]"
"D Component End Date","[]"
"D Capacity Short Late RCA Quantity","['Capacity Short Late RCA Quantity']"
"Stat Fcst Contribution%",""
"Stat Fcst L1 Accuracy L6P","[]"
"Stat Fcst L1 Abs Error","[]"
"D Capacity Increased Flag","[]"
"D Capacity Fence at Resource Location Override","['Operational Capacity Fence Override (in days)']"
"D Capacity Fence at Resource Location","['Operational Capacity Fence at Resource Location (in days)']"
"D Capacity Fence","['Operational Capacity Fence Final (in days)']"
"D Capacity Demand Late Short Quantity Revenue Impact","['Capacity Demand Late Short Quantity Revenue Impact']"
"D Capacity Consumption Plan From Pegging","['Capacity Consumption Plan From Pegging']"
"D Capacity Consumption Cascading RCA Quantity",""
"D Capacity Constrained","['Capacity Constrained']"
"D COGS Variable Inventory Storage Cost","['Variable Inventory Storage Cost']"
"D COGS Transportation Cost Expedite Full","['Transportation Cost - Expedite']"
"Stat Fcst Final Profile TL","[]"
"D Capacity RCA Quantity Baseline","['Capacity Constraint Baseline']"
"D Capacity RCA Quantity - WIP","['Root Cause Quantity']"
"D Capacity RCA Pegged Quantity Flex2","[]"
"Stat Fcst Profile1 TL","[]"
"Stat Fcst Profile PL","[]"
"Stat Fcst Product MAPE","[]"
"Stat Fcst Product Accuracy L6P","[]"
"Stat Fcst Over/Under Exception","[]"
"D COGS Percentage","['COGS %']"
"D COGS Auxillary Variable Inventory Storage Cost","['Auxillary Variable Inventory Storage Cost']"
"D CM Working Days Per Week Override","['Working Days Per Week Override']"
"D CM Working Days Per Week Baseline","['CM Working Days Per Week Baseline']"
"D CM Run Down Hours Override","['Run Down Hours Override']"
"Stat Fcst Lag vs Actual %","[]"
"Stat Fcst LY","[]"
"Stat Fcst L1 N6P vs LC Gap","[]"
"Stat Fcst L1 N6P LC","[]"
"Stat Fcst L1 N6P","[]"
"Stat Fcst L1 Lag1","[]"
"D CM Efficiency Override","['Efficiency Override']"
"D CM Efficiency Baseline","['CM Efficiency Baseline']"
"D CM Capacity Underload Threshold","[]"
"D CM Base Working Hrs Per Day Override","['Working Hrs Per Day Override']"
"D CM Base Working Hrs Per Day Baseline","['CM Base Working Hrs Per Day Baseline']"
"Stat Fcst TL","[]"
"Stat Fcst Reference vs LC Gap %","[]"
"Stat Fcst Reference vs LC Gap","[]"
"Stat Fcst Reference Tracking Signal","[]"
"Stat Fcst Reference Over/Under Exception","[]"
"Stat Fcst Reference MAPE","[]"
"Stat Fcst Reference Lag vs Actual %","[]"
"Stat Fcst Reference Contribution to Total %",""
"Stat Fcst Reference Contribution to Parent %","[]"
"Stat Fcst Reference Abs Error","[]"
"Stat Fcst Profile2 TL","[]"
"D CM Artificial Base Capacity Override","['Base Capacity Override']"
"D CM Artificial Base Capacity Baseline","['CM Artificial Base Capacity Baseline']"
"M01 Ramp Up Profile","[]"
"D Base Item Supplier Capacity Baseline","['Base Item Supplier Capacity Baseline']"
"M WOS For Total Demand","['WOS For Total Demand']"
"M WOS For Independent Demand","['WOS For Independent Demand']"
"D Base Item Shared Supplier Capacity Baseline","['Base Item Shared Supplier Capacity Baseline']"
"D Base Item Shared Supplier Capacity","[]"
"D BOM Quantity Produced Per","['Quantity Produced']"
"D CM Run Down Hours Baseline","['CM Run Down Hours Baseline']"
"D CM Maintenance Hours Override","['Maintainence Hour Override']"
"D CM Maintenance Hours Baseline","['CM Maintainence Hour Baseline']"
"D CM Flex Capacity Band2 Override","['Flex Capacity Band2 Override']"
"D CM Flex Capacity Band2 Baseline","['CM Flex Capacity Band2 Baseline']"
"D CM Flex Capacity Band1 Override","['Flex Capacity Band1 Override']"
"D CM Flex Capacity Band1 Baseline","['CM Flex Capacity Band1 Baseline']"
"D BOD Flex Outbound Capacity Band2 Override","[]"
"Stat Forecast Description","[]"
"D BOM Quantity Consumed Per","['Quantity Consumed']"
"D BODLane Item Priority","['Priority']"
"D BODLane Item Override Start Date",""
"D BODLane Item Override Lead Time","['Override Lead Time']"
"D BODLane Item Override End Date",""
"D BODLane Item Min LotSize","['Minimum Lotsize']"
"D BODLane Item LotSize Increment","['Lotsize Increment']"
"D BODLane Item Association","[]"
"D BODLane Flex Capacity Band2 Baseline","['BODLane Flex Capacity Band2 Baseline']"
"D BODLane Flex Capacity Band2","[]"
"D BODLane Flex Capacity Band1 Baseline","['BODLane Flex Capacity Band1 Baseline']"
"D BODLane Flex Capacity Band1","[]"
"D BODLane Base Capacity Baseline","['BODLane Base Capacity Baseline']"
"Stat Fcst Tracking Signal Indicator","[]"
"Stat History Outlier Method","[]"
"Stat History Outlier Lower Threshold Limit","[]"
"Stat History Outlier Correction","[]"
"Stat History Measure","[]"
"D BODLane Base Capacity","[]"
"M Total Flex Capacity Cost","['Total Flex Capacity Cost']"
"D BOD Shared Flex Capacity Band2 Baseline","['BOD Shared Flex Capacity Band2 Baseline']"
"D BOD Shared Flex Capacity Band2","[]"
"D BOD Shared Flex Capacity Band1 Baseline","['BOD Shared Flex Capacity Band1 Baseline']"
"D BOD Shared Flex Capacity Band 1",""
"D BOD Shared Capacity Baseline","['BOD Shared Capacity Baseline']"
"D BOD Shared Capacity","[]"
"D BOD Outbound Capacity Override","[]"
"D BOD Outbound Capacity","[]"
"D BOD Inbound Capacity Override","[]"
"D BOD Inbound Capacity","[]"
"Stationary vs Scope 1%",""
"Stationary Emission Source Info MK","['Source Name']"
"Stationary Emission Source Info Customer","['Source Name']"
"Stationary Emission Factor MK","['Emission Factor']"
"Stationary Emission Factor Customer","['Emission Factor']"
"Stationary Emission Factor","['Emission Factor']"
"Stationary Consumption Classification","['Classification']"
"Stationary Consumption","['Stationary Consumption']"
"Stat Time Level","[]"
"Stat Sales Domain Level","[]"
"Stat Parameter Value","[]"
"Stat Location Level","[]"
"Stat Last Run","[]"
"Stat Item Level","[]"
"Stat History Period","[]"
"Stat History Outlier Upper Threshold Limit","[]"
"Stg Table Name","[]"
"Stg Source Type","['Source Type']"
"Stg Scheduling","['Scheduling']"
"Stg Retail Replenishment","['Retail Replenishment']"
"Stg OP","['OP']"
"Stg MP","['MP']"
"MAX DSOH","[]"
"Stg Logistics Visibility","['Logistics Visibility']"
"Stg Error Threshold Percentage","['Error Threshold Percentage']"
"Stg Error Record Count","['Stg ErrorCount']"
"Stg DP","['DP']"
"Stg Commercial Planning","['Commercial Planning']"
"Steam vs Scope 2%",""
"MAPE",""
"Stats Forecast Value","[]"
"M12 Ramp Up Profile","[]"
"Stg Table W SAP ColumnName","['Column Name']"
"Stg Table W MSD365 Union","[]"
"Stg Table W MSD365 Position","[]"
"Stg Table W MSD365 Master Table Name","['Master Table Name']"
"Stg Table W MSD365 Master Table Column","['Master Table Column']"
"Stg Table W MSD365 Master Data Check Required","['Master Data Check Required']"
"Stg Table W MSD365 Mandatory","['Mandatory']"
"Stg Table W MSD365 Leaf/Grain","['Leaf/Grain']"
"Stg Table W MSD365 Input Table Name","['Input Table Name']"
"Stg Table W MSD365 Input Column Name","['Input Column Name']"
"Stg Table W MSD365 Group By","['Group By']"
"Stg Table W MSD365 From_JoinClause","['From_JoinClause']"
"Stg Table W MSD365 Filter","['Filter']"
"Stg Table W MSD365 DataType","['DataType']"
"Stg Table W MSD365 ColumnName","['ColumnName']"
"Stg Table Record Count","[]"
"Stg Table w/o SAP Filter","['Filter']"
"Stg Table w/o SAP DataType","['Data Type']"
"Stg Table w/o SAP ColumnName","['Column Name']"
"Stg Table W SAP Union","['Union']"
"Stg Table W SAP Position","['Position']"
"Stg Table W SAP Master Table Name","['Master Table Name']"
"Stg Table W SAP Master Table Column","['Master Table Column']"
"Stg Table W SAP Master Data Check Required","['Master Data Check Required']"
"Stg Table W SAP Mandatory","['Mandatory']"
"Stg Table W SAP Leaf/Grain","['Leaf/Grain']"
"Stg Table W SAP Input Table Name","['Input Table Name']"
"Stg Table W SAP Input Column Name","['Input Column Name']"
"Stg Table W SAP Group By","['Group By']"
"Stg Table W SAP From_JoinClause","['From_JoinClause']"
"Stg Table W SAP Filter","['Filter']"
"Stg Table W SAP DataType","['DataType']"
"Substitute Item Association Item Location Input",""
"Sub Segmentation Hierarchy","[]"
"Sub Segmentation Dimension","[]"
"Stg Warning Record Count","['Stg WarningCount']"
"Stg Threshold Count","['Threshold Count']"
"Stg Table w/o SAP Union","['Union']"
"Stg Table w/o SAP Position","['Position']"
"Stg Table w/o SAP Master Table Name","['Master Table Name']"
"Stg Table w/o SAP Master Table Column","['Master Table Column']"
"Stg Table w/o SAP Master Data Check Required","['Master Data Check Required']"
"Stg Table w/o SAP Mandatory","['Mandatory']"
"Stg Table w/o SAP Leaf/Grain","['Leaf/Grain']"
"Stg Table w/o SAP Input Table Name","['Input Table Name']"
"Stg Table w/o SAP Input Column Name","['Input Column Name']"
"Stg Table w/o SAP Group By","['Group By']"
"Stg Table w/o SAP From_JoinClause","['From_JoinClause']"
"Supplier","[]"
"Suggested Operation Reason Code","[]"
"Suggested Event Details","[]"
"Suggested Event","[]"
"Substitute Item WIP Sweep Priority Item Location Input",""
"Substitute Item WIP Sweep Priority Item Input",""
"Substitute Item Start Date Item Location Input",""
"Substitute Item Start Date Item Input",""
"Substitute Item Priority Item Location Input",""
"Substitute Item Priority Item Input",""
"Substitute Item End Date Item Location Input",""
"Substitute Item End Date Item Input",""
"Substitute Item Depth Item Location Input",""
"Substitute Item Depth Item Input",""
"Substitute Item Consumed Per Item Location Input",""
"Substitute Item Consumed Per Item Input",""
"MFG Daily Base Machine Run Down Hours","[]"
"D Approved Shipment Plan","['Approved Shipment Plan']"
"D Approved Shipment Delivery Date","['Shipment Delivery Date']"
"D Approved Production Plan","[]"
"D Additional COGS","['Non Standard COGS']"
"M11 Ramp Up Profile","[]"
"M10 Ramp Up Profile","[]"
"D Activity Priority Time Varying","[]"
"Supplier Capacity Constraint Flag","['Is Constrained']"
"M09 Ramp Up Profile","[]"
"MFG Base Working Hrs Per Day Band2","['Base Working Hrs Per Day Band2']"
"MFG Base Working Hrs Per Day Band1","['Base Working Hrs Per Day Band1']"
"Item Attribute3 Mapping","[]"
"Item Attribute2 Validation","[]"
"Item Attribute2 Mapping","[]"
"Item Attribute1 Validation","[]"
